"Alone","Copartisans","Opposition","Name","State","District","MarVicGen","MarVicPrim","MADemVotePresidential","RedistYear","PercDelegationSameParty","DeviationFromMedian","Congress","Committee Chair","Committee Ranking Member","Lost","Ran for Higher Office","Retired"
0.04,0.5,0.46,"FILNERBOB","CA",51,0.37,0.7,3.51,0,2.14,"NA",108,0,0,0,0,0
0.01,0.44,0.55,"MCINNISSCOTT","CO",3,0.22,1.71,4.2,0,0.27,1.25,103,0,0,0,0,0
0.23,0.54,0.23,"MCINNISSCOTT","CO",3,0.76,1.71,4.2,0,0.27,0.94,104,0,0,0,0,0
0.24,0.57,0.19,"MCINNISSCOTT","CO",3,0.73,1.71,4.21,0,0.27,1.05,105,0,0,0,0,0
0.02,0.69,0.29,"MCINNISSCOTT","CO",3,0.69,1.71,4.25,0,0.27,1.18,106,0,0,0,0,0
0.01,0.51,0.48,"MCINNISSCOTT","CO",3,0.75,1.71,4.27,0,0.27,1.17,107,0,0,0,0,0
0.02,0.52,0.46,"MCINNISSCOTT","CO",3,0.69,1.71,4.28,0,0.33,"NA",108,0,0,0,0,1
0.02,0.59,0.4,"BROWNCORRINE","FL",3,0.36,0.28,3.46,0,0.53,1.19,103,0,0,0,0,0
0.01,0.68,0.31,"BROWNCORRINE","FL",3,0.3,0.57,3.44,0,0.53,0.89,104,0,0,0,0,0
0,0.77,0.22,"BROWNCORRINE","FL",3,0.43,1.71,3.49,0,0.53,1,105,0,0,0,0,0
0.01,0.76,0.23,"BROWNCORRINE","FL",3,0.21,1.71,3.49,0,0.53,1.12,106,0,0,0,0,0
0,0.57,0.43,"BROWNCORRINE","FL",3,0.29,1.71,3.55,0,0.53,1.11,107,0,0,0,0,0
0.01,0.51,0.48,"BROWNCORRINE","FL",3,0.36,1.71,3.6,0,0.47,"NA",108,0,0,0,0,0
0.03,0.41,0.57,"FOWLERTILLIE","FL",4,0.26,1.71,4.69,0,0.87,1.01,103,0,0,0,0,0
0.02,0.65,0.33,"FOWLERTILLIE","FL",4,1.93,1.71,4.68,0,1,0.76,104,0,0,0,0,0
0.02,0.66,0.31,"FOWLERTILLIE","FL",4,1.93,1.35,4.69,0,1,0.85,105,0,0,0,0,0
0.04,0.62,0.34,"FOWLERTILLIE","FL",4,1.93,1.71,4.67,0,1,0.96,106,0,0,0,0,1
0.01,0.61,0.37,"THURMANKARENL","FL",5,0.12,0.88,2.76,0,0.53,0.81,103,0,0,0,0,0
0.03,0.59,0.38,"THURMANKARENL","FL",5,0.28,1.71,2.78,0,0.53,0.61,104,0,0,0,0,0
0.01,0.67,0.33,"THURMANKARENL","FL",5,0.45,1.71,2.83,0,0.53,0.68,105,0,0,0,0,0
0,0.67,0.33,"THURMANKARENL","FL",5,0.63,1.71,2.85,0,0.53,0.77,106,0,0,0,0,0
0.05,0.49,0.46,"THURMANKARENL","FL",5,0.55,1.71,2.88,0,0.53,0.76,107,0,0,1,0,0
0.02,0.37,0.61,"MICAJOHNL","FL",7,0.25,0.37,4.78,0,0.87,1.31,103,0,0,0,0,0
0.06,0.7,0.25,"MICAJOHNL","FL",7,0.9,1.71,4.77,0,1,0.98,104,0,0,0,0,0
0.02,0.72,0.27,"MICAJOHNL","FL",7,0.47,1.71,4.75,0,1,1.1,105,0,0,0,0,0
0.02,0.64,0.34,"MICAJOHNL","FL",7,1.93,1.71,4.73,0,1,1.24,106,0,0,0,0,0
0.02,0.45,0.53,"MICAJOHNL","FL",7,0.51,1.71,4.7,0,1,1.22,107,0,0,0,0,0
0.04,0.49,0.47,"MICAJOHNL","FL",7,0.37,1.71,4.68,0,1.2,"NA",108,0,0,0,0,0
0.01,0.43,0.56,"CANADYCHARLEST","FL",12,0.08,1.71,4.85,0,0.87,1.13,103,0,0,0,0,0
0.03,0.66,0.31,"CANADYCHARLEST","FL",12,0.58,1.71,4.82,0,1,0.85,104,0,0,0,0,0
0.01,0.68,0.31,"CANADYCHARLEST","FL",12,0.45,1.71,4.8,0,1,0.95,105,0,0,0,0,0
0.01,0.61,0.38,"CANADYCHARLEST","FL",12,1.93,1.71,4.77,0,1,1.07,106,0,0,0,0,1
0.15,0.38,0.47,"MILLERDAN","FL",13,0.3,0.01,4.8,0,0.87,1.32,103,0,0,0,0,0
0.02,0.72,0.27,"MILLERDAN","FL",13,1.93,1.07,4.77,0,1,0.99,104,0,0,0,0,0
0.02,0.75,0.23,"MILLERDAN","FL",13,0.56,1.71,4.74,0,1,1.11,105,0,0,0,0,0
0.04,0.72,0.25,"MILLERDAN","FL",13,1.93,1.71,4.71,0,1,1.25,106,0,0,0,0,0
0.03,0.43,0.54,"MILLERDAN","FL",13,0.54,1.71,4.67,0,1,1.23,107,0,0,0,0,1
0.01,0.61,0.38,"MEEKCARRIEP","FL",17,"NA",1.37,3.51,0,0.53,1.4,103,0,0,0,0,0
0.02,0.68,0.31,"MEEKCARRIEP","FL",17,"NA",1.71,3.47,0,0.53,1.05,104,0,0,0,0,0
0,0.78,0.22,"MEEKCARRIEP","FL",17,1.5,1.71,3.85,0,0.53,1.18,105,0,0,0,0,0
0.02,0.76,0.22,"MEEKCARRIEP","FL",17,1.93,1.71,3.79,0,0.53,1.32,106,0,0,0,0,0
0.01,0.57,0.42,"MEEKCARRIEP","FL",17,"NA",1.71,4.06,0,0.53,1.31,107,0,0,0,0,1
0.41,0.36,0.22,"DEUTSCHPETER","FL",20,0.34,0.43,3.59,0,0.53,0.9,103,0,0,0,0,0
0.04,0.59,0.38,"DEUTSCHPETER","FL",20,0.44,1.71,3.4,0,0.53,0.67,104,0,0,0,0,0
0.01,0.64,0.35,"DEUTSCHPETER","FL",20,0.58,1.71,3.77,0,0.53,0.75,105,0,0,0,0,0
0.02,0.66,0.32,"DEUTSCHPETER","FL",20,1.93,1.71,3.67,0,0.53,0.85,106,0,0,0,0,0
0.02,0.53,0.45,"DEUTSCHPETER","FL",20,"NA",1.71,3.99,0,0.53,0.84,107,0,0,0,0,0
0.07,0.39,0.54,"DEUTSCHPETER","FL",20,1.93,1.71,4.21,0,0.47,"NA",108,0,0,0,1,0
0.01,0.41,0.57,"DIAZBALARTLINCOLN","FL",21,1.93,0.64,5.27,0,0.87,0.72,103,0,0,0,0,0
0.2,0.42,0.38,"DIAZBALARTLINCOLN","FL",21,"NA",1.71,4.86,0,1,0.54,104,0,0,0,0,0
0.13,0.45,0.42,"DIAZBALARTLINCOLN","FL",21,"NA",1.71,4.66,0,1,0.61,105,0,0,0,0,0
0.11,0.43,0.46,"DIAZBALARTLINCOLN","FL",21,0.96,1.71,4.57,0,1,0.68,106,0,0,0,0,0
0.1,0.47,0.43,"DIAZBALARTLINCOLN","FL",21,"NA",1.71,4.54,0,1,0.68,107,0,0,0,0,0
0.01,0.52,0.48,"DIAZBALARTLINCOLN","FL",21,1.93,1.71,4.53,0,1.2,"NA",108,0,0,0,0,0
0.01,0.57,0.42,"HASTINGSALCEEL","FL",23,0.59,0.17,4.78,0,0.53,1.67,103,0,0,0,0,0
0.02,0.66,0.32,"HASTINGSALCEEL","FL",23,1.93,1.71,3.99,0,0.53,1.25,104,0,0,0,0,0
0.04,0.74,0.22,"HASTINGSALCEEL","FL",23,0.91,1.71,4.57,0,0.53,1.41,105,0,0,0,0,0
0.02,0.74,0.24,"HASTINGSALCEEL","FL",23,1.93,1.71,4.27,0,0.53,1.58,106,0,0,0,0,0
0.05,0.45,0.5,"HASTINGSALCEEL","FL",23,1.02,1.71,4.64,0,0.53,1.56,107,0,0,0,0,0
0.05,0.44,0.51,"HASTINGSALCEEL","FL",23,1.06,1.71,4.89,0,0.47,"NA",108,0,0,0,0,0
0.01,0.45,0.54,"KINGSTONJACK","GA",1,0.3,1.07,3.87,0,0.27,1.4,103,0,0,0,0,0
0.02,0.69,0.29,"KINGSTONJACK","GA",1,1.03,1.71,3.94,0,0.47,1.05,104,0,0,0,0,0
0.02,0.76,0.22,"KINGSTONJACK","GA",1,0.7,1.71,3.95,0,0.53,1.18,105,0,0,0,0,0
0.03,0.67,0.3,"KINGSTONJACK","GA",1,"NA",1.71,3.97,0,0.47,1.32,106,0,0,0,0,0
0.01,0.5,0.49,"KINGSTONJACK","GA",1,0.74,1.71,4,0,0.53,1.31,107,0,0,0,0,0
0.04,0.56,0.4,"KINGSTONJACK","GA",1,0.86,1.71,4.03,0,0.53,"NA",108,0,0,0,0,0
0.02,0.57,0.41,"BISHOPSANFORDDJR","GA",2,0.53,0.52,3.98,0,0.47,0.69,103,0,0,0,0,0
0.01,0.62,0.37,"BISHOPSANFORDD","GA",2,0.63,0.58,3.9,0,0.27,0.52,104,0,0,0,0,0
0.01,0.63,0.36,"BISHOPSANFORDDJR","GA",2,0.15,0.49,3.89,0,0.2,0.58,105,0,0,0,0,0
0,0.67,0.33,"BISHOPSANFORDDJR","GA",2,0.28,1.71,3.87,0,0.2,0.66,106,0,0,0,0,0
0.01,0.54,0.45,"BISHOPSANFORDDJR","GA",2,0.13,1.71,3.87,0,0.2,0.65,107,0,0,0,0,0
0.01,0.5,0.5,"BISHOPSANFORDDJR","GA",2,"NA",1.71,3.87,0,0.33,"NA",108,0,0,0,0,0
0.11,0.35,0.54,"COLLINSMAC","GA",3,0.18,0.16,3.73,0,0.27,1.59,103,0,0,0,0,0
0.01,0.7,0.28,"COLLINSMAC","GA",3,0.6,1.71,3.81,0,0.47,1.2,104,0,0,0,0,0
0.04,0.72,0.24,"COLLINSMAC","GA",3,0.43,1.71,3.83,0,0.53,1.34,105,0,0,0,0,0
0.03,0.69,0.28,"COLLINSMAC","GA",3,"NA",1.71,3.86,0,0.47,1.51,106,0,0,0,0,0
0.07,0.54,0.39,"COLLINSMAC","GA",3,0.52,1.34,3.91,0,0.53,1.49,107,0,0,0,0,0
0.01,0.56,0.43,"COLLINSMAC","GA",8,1.1,1.71,3.81,0,0.53,"NA",108,0,0,0,1,0
0.01,0.43,0.56,"LINDERJOHN","GA",4,0.02,0.17,3.68,0,0.27,1.39,103,0,0,0,0,0
0.13,0.62,0.24,"LINDERJOHN","GA",4,0.3,1.71,3.76,0,0.47,1.04,104,0,0,0,0,0
0.16,0.66,0.18,"LINDERJOHN","GA",11,0.55,1.71,4.25,0,0.53,1.17,105,0,0,0,0,0
0.27,0.56,0.17,"LINDERJOHN","GA",11,0.73,1.71,4.29,0,0.47,1.32,106,0,0,0,0,0
0.02,0.55,0.43,"LINDERJOHN","GA",11,"NA",1.25,4.43,0,0.53,1.3,107,0,0,0,0,0
0.01,0.58,0.41,"LINDERJOHN","GA",7,1.12,0.49,4.16,0,0.53,"NA",108,0,0,0,0,0
0.12,0.55,0.33,"DEALNATHAN","GA",9,0.36,0.23,3.82,0,0.47,0.03,103,0,0,0,0,0
0.05,0.35,0.6,"DEALNATHAN","GA",9,0.31,1.71,3.75,0,0.27,0.02,104,0,0,0,0,0
0,0.63,0.37,"JOHNSONDON","GA",10,0.15,0.48,3.91,0,0.47,0.41,103,0,0,1,0,0
0.01,0.58,0.41,"MCKINNEYCYNTHIAA","GA",11,0.89,0.18,5.12,0,0.47,1.52,103,0,0,0,0,0
0.01,0.74,0.24,"MCKINNEYCYNTHIAA","GA",11,0.6,1.71,3.69,0,0.27,1.14,104,0,0,0,0,0
0.02,0.83,0.15,"MCKINNEYCYNTHIAA","GA",4,0.3,0.81,3.94,0,0.2,1.28,105,0,0,0,0,0
0,0.79,0.21,"MCKINNEYCYNTHIAA","GA",4,0.46,1.71,3.91,0,0.2,1.44,106,0,0,0,0,0
0.03,0.45,0.53,"MCKINNEYCYNTHIAA","GA",4,0.41,1.71,3.97,0,0.2,1.42,107,0,0,1,0,0
0.07,0.43,0.5,"CRAPOMIKE","ID",2,0.51,0.61,5.06,0,0.07,1.35,103,0,0,0,0,0
0.04,0.68,0.28,"CRAPOMIKE","ID",2,0.97,1.71,5.08,0,0.13,1.01,104,0,0,0,0,0
0.03,0.74,0.23,"CRAPOMIKE","ID",2,0.77,1.23,5.09,0,0.13,1.14,105,0,0,0,1,0
0.01,0.56,0.43,"RUSHBOBBYL","IL",1,1.27,0.07,5.48,0,0.73,1.48,103,0,0,0,0,0
0.03,0.29,0.68,"RUSHBOBBYL","IL",1,1,1.71,5.42,0,0.67,1.11,104,0,0,0,0,0
0.01,0.81,0.18,"RUSHBOBBYL","IL",1,1.44,1.34,5.47,0,0.67,1.25,105,0,0,0,0,0
0.01,0.78,0.2,"RUSHBOBBYL","IL",1,1.49,1.33,5.37,0,0.67,1.4,106,0,0,0,0,0
0.03,0.48,0.5,"RUSHBOBBYL","IL",1,1.46,0.57,5.41,0,0.67,1.39,107,0,0,0,0,0
0.03,0.49,0.48,"RUSHBOBBYL","IL",1,1.29,1.71,5.45,0,0.6,"NA",108,0,0,0,0,0
0.04,0.56,0.4,"REYNOLDSMEL","IL",2,1.36,0.43,4.87,0,0.73,1.4,103,0,0,0,0,0
0.05,0.41,0.54,"REYNOLDSMEL","IL",2,"NA",0.61,4.83,0,0.67,"NA",104,0,0,0,0,1
0.03,0.6,0.37,"GUTIERREZLUISV","IL",4,1.07,0.33,3.73,0,0.73,1.36,103,0,0,0,0,0
0.05,0.69,0.26,"GUTIERREZLUISV","IL",4,0.98,0.47,3.75,0,0.67,1.03,104,0,0,0,0,0
0.03,0.79,0.18,"GUTIERREZLUISV","IL",4,1.69,0.92,3.85,0,0.67,1.15,105,0,0,0,0,0
0.01,0.78,0.21,"GUTIERREZLUISV","IL",4,1.3,1.71,3.82,0,0.67,1.29,106,0,0,0,0,0
0,0.52,0.48,"GUTIERREZLUISV","IL",4,1.49,1.1,3.91,0,0.67,1.28,107,0,0,0,0,0
0,0.52,0.48,"GUTIERREZLUISV","IL",4,1.32,0.89,3.99,0,0.6,"NA",108,0,0,0,0,0
0.05,0.41,0.54,"MANZULLODONALDA","IL",16,0.22,0.22,4.16,0,0.53,1.54,103,0,0,0,0,0
0.01,0.67,0.32,"MANZULLODONALDA","IL",16,0.8,1.71,4.13,0,0.67,1.16,104,0,0,0,0,0
0.02,0.72,0.26,"MANZULLODONALDA","IL",16,0.4,1.71,4.15,0,0.67,1.3,105,0,0,0,0,0
0.02,0.65,0.33,"MANZULLODONALDA","IL",16,"NA",1.71,4.16,0,0.67,1.46,106,0,0,0,0,0
0.03,0.47,0.51,"MANZULLODONALDA","IL",16,0.65,1.71,4.17,0,0.67,1.44,107,1,0,0,0,0
0.03,0.51,0.47,"MANZULLODONALDA","IL",16,0.8,1.71,4.18,0,0.67,"NA",108,1,0,0,0,0
0.09,0.4,0.51,"BUYERSTEPHENE","IN",5,0.04,1.71,4.69,0,0.2,1.21,103,0,0,0,0,0
0.01,0.64,0.35,"BUYERSTEPHENE","IN",5,0.81,1.71,4.68,0,0.4,0.91,104,0,0,0,0,0
0.05,0.69,0.26,"BUYERSTEPHENE","IN",5,0.63,1.71,4.69,0,0.4,1.02,105,0,0,0,0,0
0.03,0.67,0.3,"BUYERSTEVE","IN",5,0.52,1.71,4.67,0,0.4,1.14,106,0,0,0,0,0
0.01,0.56,0.43,"BUYERSTEVE","IN",5,0.46,1.71,4.7,0,0.4,1.13,107,0,0,0,0,0
0.04,0.56,0.4,"BUYERSTEVE","IN",4,0.9,0.5,4.77,0,0.4,"NA",108,0,0,0,0,0
0.01,0.59,0.4,"BARLOWTOM","KY",1,0.42,0.06,3.79,0,0.27,0.73,103,0,0,1,0,0
0.01,0.7,0.29,"LEWISRON","KY",2,0.38,1.71,4.25,0,0.27,1,104,0,0,0,0,0
0,0.73,0.27,"LEWISRON","KY",2,0.31,1.71,4.27,0,0.33,1.12,105,0,0,0,0,0
0,0.69,0.31,"LEWISRON","KY",2,0.55,1.71,4.26,0,0.33,1.26,106,0,0,0,0,0
0,0.45,0.55,"LEWISRON","KY",2,0.71,1.71,4.28,0,0.33,1.24,107,0,0,0,0,0
0.01,0.5,0.5,"LEWISRON","KY",2,0.79,1.71,4.3,0,0.33,"NA",108,0,0,0,0,0
0.02,0.56,0.42,"BAESLERSCOTTY","KY",6,0.41,1.42,3.47,0,0.27,0.36,103,0,0,0,0,0
0.03,0.52,0.45,"BAESLERSCOTTY","KY",6,0.34,1.71,3.46,0,0.13,0.27,104,0,0,0,0,0
0.02,0.6,0.38,"BAESLERSCOTTY","KY",6,0.22,1.71,3.46,0,0.07,0.31,105,0,0,0,1,0
0.04,0.59,0.37,"WYNNALBERTRUSSELL","MD",4,0.97,0.06,3.73,0,0.27,1.06,103,0,0,0,0,0
0.11,0.63,0.26,"WYNNALBERTRUSSELL","MD",4,0.97,1.17,3.69,0,0.27,0.8,104,0,0,0,0,0
0.01,0.75,0.24,"WYNNALBERTRUSSELL","MD",4,1.36,1.18,3.79,0,0.27,0.89,105,0,0,0,0,0
0.01,0.76,0.23,"WYNNALBERTRUSSELL","MD",4,1.39,1.39,3.82,0,0.27,1.01,106,0,0,0,0,0
0.04,0.55,0.41,"WYNNALBERTRUSSELL","MD",4,1.45,1.3,3.9,0,0.27,0.99,107,0,0,0,0,0
0.02,0.49,0.49,"WYNNALBERTRUSSELL","MD",4,1.12,1.14,3.98,0,0.4,"NA",108,0,0,0,0,0
0.01,0.41,0.58,"BARTLETTROSCOEG","MD",6,0.16,0.04,4.32,0,0.27,1.59,103,0,0,0,0,0
0.01,0.71,0.28,"BARTLETTROSCOEG","MD",6,0.62,1.33,4.35,0,0.27,1.19,104,0,0,0,0,0
0.02,0.75,0.23,"BARTLETTROSCOEG","MD",6,0.26,1.41,4.36,0,0.27,1.34,105,0,0,0,0,0
0.02,0.7,0.28,"BARTLETTROSCOEG","MD",6,0.51,1.71,4.32,0,0.27,1.5,106,0,0,0,0,0
0.05,0.52,0.43,"BARTLETTROSCOEG","MD",6,0.41,0.95,4.34,0,0.27,1.49,107,0,0,0,0,0
0.01,0.56,0.42,"BARTLETTROSCOEG","MD",6,0.63,1.71,4.36,0,0.13,"NA",108,0,0,0,0,0
0.02,0.43,0.55,"BLUTEPETERI","MA",3,0.12,0.25,3.56,0,0.13,0.58,103,0,0,0,0,0
0.03,0.59,0.38,"BLUTEPETERI","MA",3,0.2,1.71,3.51,0,0.13,0.44,104,0,0,1,0,0
0.03,0.58,0.39,"MEEHANMARTINT","MA",5,0.32,0.52,4.04,0,0.53,1.09,103,0,0,0,0,0
0.02,0.63,0.35,"MEEHANMARTINT","MA",5,0.77,0.91,4.09,0,0.53,0.82,104,0,0,0,0,0
0.02,0.74,0.24,"MEEHANMARTINT","MA",5,1.9,1.19,4.1,0,0.67,0.92,105,0,0,0,0,0
0.01,0.77,0.21,"MEEHANMARTINT","MA",5,0.8,1.71,4.14,0,0.67,1.03,106,0,0,0,0,0
0.01,0.55,0.44,"MEEHANMARTINT","MA",5,1.86,1.01,4.15,0,0.67,1.02,107,0,0,0,0,0
0.01,0.52,0.47,"MEEHANMARTINT","MA",5,0.54,1.71,4.15,0,0.67,"NA",108,0,0,0,0,0
0.01,0.42,0.57,"TORKILDSENPETERG","MA",6,0.19,0.2,3.67,0,0.13,0.49,103,0,0,0,0,0
0.03,0.72,0.25,"TORKILDSENPETERG","MA",6,0.06,1.71,3.62,0,0.13,0.37,104,0,0,1,0,0
0.02,0.56,0.42,"STUPAKBART","MI",1,0.21,0.08,5.19,0,0.6,1.01,103,0,0,0,0,0
0.02,0.34,0.64,"STUPAKBART","MI",1,0.29,1.71,5.1,0,0.6,0.76,104,0,0,0,0,0
0.05,0.64,0.3,"STUPAKBART","MI",1,0.86,1.71,5.04,0,0.67,0.85,105,0,0,0,0,0
0.04,0.66,0.3,"STUPAKBART","MI",1,0.38,1.71,4.96,0,0.67,0.96,106,0,0,0,0,0
0.05,0.46,0.49,"STUPAKBART","MI",1,0.35,1.33,4.9,0,0.6,0.95,107,0,0,0,0,0
0.01,0.5,0.49,"STUPAKBART","MI",1,0.72,1.71,4.84,0,0.4,"NA",108,0,0,0,0,0
0.02,0.41,0.57,"HOEKSTRAPETER","MI",2,0.55,0.11,4.13,0,0.4,1.55,103,0,0,0,0,0
0.08,0.67,0.25,"HOEKSTRAPETER","MI",2,1.01,1.71,4.14,0,0.47,1.17,104,0,0,0,0,0
0.09,0.73,0.18,"HOEKSTRAPETER","MI",2,0.64,1.71,4.16,0,0.4,1.31,105,0,0,0,0,0
0.03,0.71,0.25,"HOEKSTRAPETER","MI",2,0.77,1.71,4.17,0,0.4,1.47,106,0,0,0,0,0
0.01,0.46,0.54,"HOEKSTRAPETER","MI",2,0.62,1.71,4.2,0,0.47,1.45,107,0,0,0,0,0
0.01,0.5,0.49,"HOEKSTRAPETER","MI",2,0.84,1.71,4.22,0,0.6,"NA",108,0,0,0,0,0
0.02,0.59,0.39,"EHLERSVERNONJ","MI",3,1,1.71,4.22,0,0.47,0.68,104,0,0,0,0,0
0.01,0.56,0.43,"EHLERSVERNONJ","MI",3,0.77,1.71,4.24,0,0.4,0.76,105,0,0,0,0,0
0.06,0.55,0.39,"EHLERSVERNONJ","MI",3,0.96,1.71,4.26,0,0.4,0.85,106,0,0,0,0,0
0.02,0.49,0.49,"EHLERSVERNONJ","MI",3,0.63,1.71,4.28,0,0.47,0.84,107,1,0,0,0,0
0.04,0.5,0.46,"EHLERSVERNONJ","MI",3,0.82,1.71,4.29,0,0.6,"NA",108,0,0,0,0,0
0.01,0.6,0.38,"BARCIAJAMESA","MI",5,0.44,0.4,3.4,0,0.6,0.38,103,0,0,0,0,0
0.01,0.5,0.5,"BARCIAJAMESA","MI",5,0.67,1.71,3.4,0,0.6,0.28,104,0,0,0,0,0
0.01,0.49,0.5,"BARCIAJAMESA","MI",5,0.82,1.71,3.43,0,0.67,0.32,105,0,0,0,0,0
0.01,0.56,0.43,"BARCIAJAMESA","MI",5,0.87,1.71,3.41,0,0.67,0.36,106,0,0,0,0,0
0.01,0.54,0.46,"BARCIAJAMESA","MI",5,0.99,1.71,3.46,0,0.6,0.35,107,0,0,0,0,1
0.14,0.35,0.51,"SMITHNICK","MI",7,1.46,0.15,3.87,0,0.4,1.42,103,0,0,0,0,0
0.04,0.66,0.3,"SMITHNICK","MI",7,0.65,0.6,3.89,0,0.47,1.07,104,0,0,0,0,0
0.11,0.69,0.2,"SMITHNICK","MI",7,0.24,0.84,3.9,0,0.4,1.2,105,0,0,0,0,0
0.15,0.62,0.23,"SMITHNICK","MI",7,0.36,1.71,3.93,0,0.4,1.34,106,0,0,0,0,0
0.05,0.55,0.4,"SMITHNICK","MI",7,0.51,1.71,3.94,0,0.47,1.33,107,0,0,0,0,0
0.03,0.52,0.45,"SMITHNICK","MI",7,0.41,1.71,3.94,0,0.6,"NA",108,0,0,0,0,1
0.02,0.43,0.54,"KNOLLENBERGJOE","MI",11,0.35,0.32,4,0,0.4,1.14,103,0,0,0,0,0
0,0.74,0.26,"KNOLLENBERGJOE","MI",11,0.74,1.71,4.01,0,0.47,0.86,104,0,0,0,0,0
0.01,0.75,0.24,"KNOLLENBERGJOE","MI",11,0.5,1.71,4.01,0,0.4,0.96,105,0,0,0,0,0
0.03,0.65,0.32,"KNOLLENBERGJOE","MI",11,0.57,1.71,4.04,0,0.4,1.08,106,0,0,0,0,0
0.01,0.45,0.54,"KNOLLENBERGJOE","MI",11,0.31,1.71,4.04,0,0.47,1.07,107,0,0,0,0,0
0.01,0.57,0.42,"KNOLLENBERGJOE","MI",9,0.36,1.25,4.23,0,0.6,"NA",108,0,0,0,0,0
0.03,0.63,0.35,"MINGEDAVID","MN",2,0,0.49,3.64,0,0.4,0.59,103,0,0,0,0,0
0.04,0.55,0.41,"MINGEDAVID","MN",2,0.14,1.71,3.64,0,0.4,0.44,104,0,0,0,0,0
0.01,0.61,0.38,"MINGEDAVID","MN",2,0.28,1.71,3.63,0,0.4,0.5,105,0,0,0,0,0
0.02,0.62,0.35,"MINGEDAVID","MN",2,0.38,1.71,3.64,0,0.4,0.56,106,0,0,1,0,0
0.01,0.46,0.53,"GRAMSROD","MN",6,0.28,0.64,3.82,0,0.13,1.45,103,0,0,0,1,0
0.22,0.26,0.51,"THOMPSONBENNIEG","MS",2,0.31,1.71,3.41,0,0.27,1.09,104,0,0,0,0,0
0.01,0.79,0.2,"THOMPSONBENNIEG","MS",2,0.43,1.71,3.47,0,0.13,1.23,105,0,0,0,0,0
0.01,0.8,0.2,"THOMPSONBENNIEG","MS",2,0.82,1.71,3.46,0,0.2,1.38,106,0,0,0,0,0
0.16,0.41,0.43,"THOMPSONBENNIEG","MS",2,0.68,1.71,3.5,0,0.2,1.36,107,0,0,0,0,0
0.01,0.48,0.51,"THOMPSONBENNIEG","MS",2,0.24,0.8,3.53,0,0.13,"NA",108,0,0,0,0,0
0.01,0.4,0.59,"TALENTJIM","MO",2,0.06,0.5,4.05,0,0.2,1.28,103,0,0,0,0,0
0.08,0.38,0.55,"TALENTJIM","MO",2,0.72,1.71,4.09,0,0.2,0.96,104,0,0,0,0,0
0.06,0.69,0.25,"TALENTJIM","MO",2,0.48,1.71,4.11,0,0.2,1.08,105,0,0,0,0,0
0.04,0.63,0.33,"TALENTJIM","MO",2,0.82,1.37,4.11,0,0.27,1.21,106,0,0,0,1,0
0.02,0.57,0.41,"DANNERPAT","MO",6,0.21,0.61,3.72,0,0.4,0.41,103,0,0,0,0,0
0.02,0.49,0.49,"DANNERPAT","MO",6,0.62,0.93,3.68,0,0.4,0.31,104,0,0,0,0,0
0.01,0.5,0.49,"DANNERPAT","MO",6,0.78,0.92,3.68,0,0.33,0.35,105,1,0,0,0,0
0.01,0.59,0.4,"DANNERPAT","MO",6,0.87,1.71,3.67,0,0.33,0.39,106,1,0,0,0,1
0.04,0.39,0.57,"FRANKSBOB","NJ",7,0.21,1.71,4.43,3.45,0.4,0.71,103,0,0,0,0,0
0.03,0.55,0.42,"FRANKSBOB","NJ",7,0.41,1.71,4.46,0,0.47,0.53,104,0,0,0,0,0
0.03,0.55,0.42,"FRANKSBOB","NJ",7,0.27,1.71,4.43,0,0.47,0.6,105,0,0,0,0,0
0.05,0.48,0.47,"FRANKSBOB","NJ",7,0.16,1.71,4.39,0,0.4,0.67,106,0,0,0,1,0
0.02,0.61,0.38,"KLEINHERBERTC","NJ",8,0.13,0.28,3.53,3.45,0.47,0.77,103,0,0,1,0,0
0.02,0.61,0.37,"MENENDEZROBERT","NJ",13,0.69,0.62,3.6,3.45,0.47,0.99,103,0,0,0,0,0
0.04,0.66,0.3,"MENENDEZROBERT","NJ",13,0.92,1.71,3.55,0,0.33,0.75,104,0,0,0,0,0
0.04,0.69,0.27,"MENENDEZROBERT","NJ",13,1.24,1.46,3.64,0,0.4,0.84,105,0,0,0,0,0
0.04,0.73,0.23,"MENENDEZROBERT","NJ",13,1.27,1.71,3.66,0,0.47,0.94,106,0,0,0,0,0
0,0.57,0.42,"MENENDEZROBERT","NJ",13,1.19,1.71,3.73,0,0.47,0.93,107,0,0,0,0,0
0,0.5,0.49,"MENENDEZROBERT","NJ",13,1.21,1.71,3.8,0,0.47,"NA",108,0,0,0,0,0
0.01,0.4,0.59,"LAZIORICK","NY",2,0.12,1.71,4.21,3.45,0.6,0.65,103,0,0,0,0,0
0.1,0.54,0.37,"LAZIORICK","NY",2,0.81,1.71,4.23,0,0.8,0.49,104,0,0,0,0,0
0.06,0.53,0.41,"LAZIORICK","NY",2,0.62,1.71,4.2,0,0.67,0.55,105,0,0,0,0,0
0.03,0.51,0.46,"LAZIORICK","NY",2,0.74,1.71,4.19,0,0.87,0.62,106,0,0,0,1,0
0,0.47,0.53,"KINGPETERT","NY",3,0.53,1,4.05,0,0.87,0.79,106,0,0,0,0,0
0.01,0.45,0.54,"KINGPETERT","NY",3,0.24,0.94,4.04,0,0.8,0.78,107,0,0,0,0,0
0.02,0.5,0.48,"KINGPETERT","NY",3,0.71,0.96,4.03,0,0.67,"NA",108,0,0,0,0,0
